ptdf(1);ptdf(1);ptdf(1);Line1_1;Line1_1;Line1_2;Line1_2;Line1_3;Line1_3;Line1_4;Line1_4;Line2_1;Line2_1;Line2_2;Line2_2;Line2_3;Line2_3;Line2_4;Line2_4;Line3_1;Line3_1;Line3_2;Line3_2;Line3_3;Line3_3;Line3_4;Line3_4;Line4_1;Line4_1;Line4_2;Line4_2;Line4_4;Line4_4;Line5_1;Line5_1;Line5_2;Line5_2;Line5_3;Line5_3;Line5_4;Line5_4;Line6_1;Line6_1;Line6_2;Line6_2;Line6_3;Line6_3;Line6_4;Line6_4;Line7_1;Line7_1;Line7_2;Line7_2;Line7_3;Line7_3;Line7_4;Line7_4;Trafo1_1;Trafo1_1;Trafo1_2;Trafo1_2;Trafo1_3;Trafo1_3;Trafo1_4;Trafo1_4;Trafo2_1;Trafo2_1;Trafo2_2;Trafo2_2;Trafo2_3;Trafo2_3;Trafo2_4;Trafo2_4;Trafo3_1;Trafo3_1;Trafo3_2;Trafo3_2;Trafo3_3;Trafo3_3;Trafo4_4;Trafo4_4;Trafo5_1;Trafo5_1;Trafo5_2;Trafo5_2;Trafo5_3;Trafo5_3;Trafo5_4;Trafo5_4;Trafo6_1;Trafo6_1;Trafo6_2;Trafo6_2;Trafo6_3;Trafo6_3;Trafo6_4;Trafo6_4;Trafo7_1;Trafo7_1;Trafo7_3;Trafo7_3;Trafo7_4;Trafo7_4;Trafo8_1;Trafo8_1;Trafo8_3;Trafo8_3;Trafo8_4;Trafo8_4;Trafo9_3;Trafo9_3;Trans_Line_1;Trans_Line_1;Trans_Line_2;Trans_Line_2;Trans_Line_3;Trans_Line_3;Trans_Line_4;Trans_Line_4;Trans_Line_5;Trans_Line_5;Trans_Line_6;Trans_Line_6;Trans_Line_7;Trans_Line_7;Trans_Line_8;Trans_Line_8
-11.0000;0.0000;0.0000;-0.0644;0.0647;-0.0000;0.0000;-0.1916;0.1930;-0.0357;0.0360;-0.0322;0.0322;-0.0000;0.0000;-0.0952;0.0958;0.0567;-0.0567;0.0643;-0.0642;-0.0000;0.0000;0.1904;-0.1878;0.0357;-0.0357;0.0642;-0.0641;-0.0000;-0.0000;0.0357;-0.0357;-0.0856;0.0858;0.0000;-0.0000;0.1878;-0.1904;0.0357;-0.0357;-0.0858;0.0863;0.0000;-0.0000;-0.7963;0.8070;0.0357;-0.0360;-0.0322;0.0322;-0.0000;0.0000;-0.0952;0.0958;0.0567;-0.0567;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9898;-0.9898;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.4188;-0.4201;0.4188;-0.4201;0.0745;-0.0755;0.0745;-0.0755;-0.0000;0.0000;-0.0000;0.0000;-0.0745;0.0746;-0.0745;0.0746
-12.0000;0.0000;0.0000;-0.2032;0.2041;-0.0000;0.0000;0.0001;-0.0001;-0.6783;0.6835;-0.1015;0.1016;-0.0000;0.0000;0.0000;-0.0000;-0.1041;0.1040;0.2029;-0.2026;-0.0000;0.0000;-0.0001;0.0001;-0.3142;0.3137;0.2026;-0.2023;-0.0000;-0.0000;-0.3137;0.3137;-0.2700;0.2706;0.0000;-0.0000;-0.0001;0.0001;-0.3137;0.3138;-0.2706;0.2725;0.0000;-0.0000;-0.0001;0.0001;-0.3138;0.3165;-0.1015;0.1016;-0.0000;0.0000;0.0000;-0.0000;-0.1041;0.1040;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9967;-0.9967;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2614;-0.2622;0.2614;-0.2622;0.2351;-0.2383;0.2351;-0.2383;-0.0000;0.0000;-0.0000;0.0000;0.2612;-0.2614;0.2612;-0.2614
-13.0000;0.0000;0.0000;0.1576;-0.1583;-0.0000;0.0000;0.0000;-0.0000;0.0077;-0.0078;0.0787;-0.0788;-0.0000;0.0000;0.0000;-0.0000;-0.0122;0.0122;0.8426;-0.8412;-0.0000;0.0000;-0.0000;0.0000;-0.0077;0.0077;0.8412;-0.8401;-0.0000;-0.0000;-0.0077;0.0077;-0.1246;0.1249;0.0000;-0.0000;-0.0000;0.0000;-0.0077;0.0077;-0.1249;0.1258;0.0000;-0.0000;-0.0000;0.0000;-0.0077;0.0078;0.0787;-0.0788;-0.0000;0.0000;0.0000;-0.0000;-0.0122;0.0122;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9969;-0.9969;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0161;-0.0161;0.0161;-0.0161;-0.0161;0.0163;-0.0161;0.0163;0.0000;0.0000;0.0000;0.0000;0.0161;-0.0161;0.0161;-0.0161
-14.0000;0.0000;0.0000;-0.2245;0.2255;-0.0000;0.0000;0.0001;-0.0001;0.1251;-0.1262;-0.1121;0.1123;-0.0000;0.0000;0.0000;-0.0000;-0.2002;0.2001;0.2242;-0.2238;-0.0000;0.0000;-0.0001;0.0001;-0.1253;0.1251;0.2238;-0.2235;-0.0000;-0.0000;-0.1251;0.1251;-0.2983;0.2990;0.0000;-0.0000;-0.0001;0.0001;-0.1251;0.1251;-0.2990;0.3010;0.0000;-0.0000;-0.0001;0.0001;-0.1251;0.1262;-0.1121;0.1123;-0.0000;0.0000;0.0000;-0.0000;-0.2002;0.2001;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0496;-1.0496;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2630;-0.2639;0.2630;-0.2639;0.2597;-0.2633;0.2597;-0.2633;-0.5224;0.5000;-0.5224;0.5000;0.2629;-0.2630;0.2629;-0.2630
-15.0000;0.0000;0.0000;-0.0653;0.0656;-0.0000;0.0000;0.3783;-0.3811;-0.0362;0.0365;-0.0326;0.0326;-0.0000;0.0000;0.1880;-0.1892;0.0575;-0.0574;0.0652;-0.0651;-0.0000;0.0000;0.6240;-0.6155;0.0362;-0.0362;0.0651;-0.0650;-0.0000;-0.0000;0.0362;-0.0361;-0.0868;0.0870;0.0000;-0.0000;0.6155;-0.6241;0.0361;-0.0362;-0.0870;0.0875;0.0000;-0.0000;-0.3760;0.3811;0.0362;-0.0365;-0.0326;0.0326;-0.0000;0.0000;0.1880;-0.1892;0.0575;-0.0574;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0000;-0.0000;1.0033;-1.0033;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.4244;-0.4258;0.4244;-0.4258;0.0755;-0.0766;0.0755;-0.0766;-0.0000;0.0000;-0.0000;0.0000;-0.0756;0.0756;-0.0756;0.0756
-16.0000;0.0000;0.0000;-0.1740;0.1747;-0.0000;0.0000;0.0001;-0.0001;-0.0965;0.0972;-0.0868;0.0870;-0.0000;0.0000;0.0000;-0.0000;0.1531;-0.1530;0.1737;-0.1734;-0.0000;0.0000;-0.0001;0.0001;0.0965;-0.0963;0.1734;-0.1732;-0.0000;-0.0000;0.0963;-0.0963;-0.2311;0.2317;0.0000;-0.0000;-0.0001;0.0001;0.0963;-0.0964;-0.2317;0.2332;0.0000;-0.0000;-0.0001;0.0001;0.0964;-0.0972;-0.0868;0.0870;-0.0000;0.0000;0.0000;-0.0000;0.1531;-0.1530;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0039;-1.0039;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2988;-0.2998;0.2988;-0.2998;0.2013;-0.2040;0.2013;-0.2040;-0.0000;0.0000;-0.0000;0.0000;0.2986;-0.2988;0.2986;-0.2988
-17.0000;0.0000;0.0000;0.1576;-0.1583;-0.0000;0.0000;0.0000;-0.0000;0.0077;-0.0078;0.0787;-0.0788;-0.0000;0.0000;0.0000;-0.0000;-0.0122;0.0122;0.8426;-0.8412;-0.0000;0.0000;-0.0000;0.0000;-0.0077;0.0077;0.8412;-0.8401;-0.0000;-0.0000;-0.0077;0.0077;-0.1246;0.1249;0.0000;-0.0000;-0.0000;0.0000;-0.0077;0.0077;-0.1249;0.1258;0.0000;-0.0000;-0.0000;0.0000;-0.0077;0.0078;0.0787;-0.0788;-0.0000;0.0000;0.0000;-0.0000;-0.0122;0.0122;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9969;-0.9969;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0161;-0.0161;0.0161;-0.0161;-0.0161;0.0163;-0.0161;0.0163;0.0000;0.0000;0.0000;0.0000;0.0161;-0.0161;0.0161;-0.0161
-18.0000;0.0000;0.0000;-0.2245;0.2255;-0.0000;0.0000;0.0001;-0.0001;0.1251;-0.1262;-0.1121;0.1123;-0.0000;0.0000;0.0000;-0.0000;-0.2002;0.2001;0.2242;-0.2238;-0.0000;0.0000;-0.0001;0.0001;-0.1253;0.1251;0.2238;-0.2235;-0.0000;-0.0000;-0.1251;0.1251;-0.2983;0.2990;0.0000;-0.0000;-0.0001;0.0001;-0.1251;0.1251;-0.2990;0.3010;0.0000;-0.0000;-0.0001;0.0001;-0.1251;0.1262;-0.1121;0.1123;-0.0000;0.0000;0.0000;-0.0000;-0.2002;0.2001;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;1.0496;-1.0496;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2630;-0.2639;0.2630;-0.2639;0.2597;-0.2633;0.2597;-0.2633;-0.5224;0.5000;-0.5224;0.5000;0.2629;-0.2630;0.2629;-0.2630
-19.0000;0.0000;0.0000;-0.0653;0.0656;-0.0000;0.0000;0.3783;-0.3811;-0.0362;0.0365;-0.0326;0.0326;-0.0000;0.0000;0.1880;-0.1892;0.0575;-0.0574;0.0652;-0.0651;-0.0000;0.0000;0.6240;-0.6155;0.0362;-0.0362;0.0651;-0.0650;-0.0000;-0.0000;0.0362;-0.0361;-0.0868;0.0870;0.0000;-0.0000;0.6155;-0.6241;0.0361;-0.0362;-0.0870;0.0875;0.0000;-0.0000;-0.3760;0.3811;0.0362;-0.0365;-0.0326;0.0326;-0.0000;0.0000;0.1880;-0.1892;0.0575;-0.0574;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;1.0033;-1.0033;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.4244;-0.4258;0.4244;-0.4258;0.0755;-0.0766;0.0755;-0.0766;-0.0000;0.0000;-0.0000;0.0000;-0.0756;0.0756;-0.0756;0.0756
-20.0000;0.0000;0.0000;-0.1740;0.1747;-0.0000;0.0000;0.0001;-0.0001;-0.0965;0.0972;-0.0868;0.0870;-0.0000;0.0000;0.0000;-0.0000;0.1531;-0.1530;0.1737;-0.1734;-0.0000;0.0000;-0.0001;0.0001;0.0965;-0.0963;0.1734;-0.1732;-0.0000;-0.0000;0.0963;-0.0963;-0.2311;0.2317;0.0000;-0.0000;-0.0001;0.0001;0.0963;-0.0964;-0.2317;0.2332;0.0000;-0.0000;-0.0001;0.0001;0.0964;-0.0972;-0.0868;0.0870;-0.0000;0.0000;0.0000;-0.0000;0.1531;-0.1530;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;1.0039;-1.0039;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2988;-0.2998;0.2988;-0.2998;0.2013;-0.2040;0.2013;-0.2040;-0.0000;0.0000;-0.0000;0.0000;0.2986;-0.2988;0.2986;-0.2988
-21.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000
-22.0000;0.0000;0.0000;-0.0662;0.0665;-0.0000;0.0000;0.2405;-0.2423;-0.0367;0.0370;-0.0330;0.0331;-0.0000;0.0000;0.1195;-0.1202;0.0583;-0.0582;0.0661;-0.0660;-0.0000;0.0000;-0.2390;0.2358;0.0367;-0.0367;0.0660;-0.0659;-0.0000;-0.0000;0.0367;-0.0366;-0.0879;0.0881;0.0000;-0.0000;0.7642;-0.7748;0.0366;-0.0367;-0.0881;0.0887;0.0000;-0.0000;-0.2390;0.2423;0.0367;-0.0370;-0.0330;0.0331;-0.0000;0.0000;0.1195;-0.1202;0.0583;-0.0582;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0171;-1.0171;-1.0000;1.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.4303;-0.4316;0.4303;-0.4316;0.0766;-0.0776;0.0766;-0.0776;-0.0000;0.0000;-0.0000;0.0000;-0.0766;0.0767;-0.0766;0.0767
-23.0000;0.0000;0.0000;-0.1820;0.1828;-0.0000;0.0000;0.0001;-0.0001;-0.2438;0.2456;-0.0909;0.0910;-0.0000;0.0000;0.0000;-0.0000;0.0887;-0.0887;0.1817;-0.1814;-0.0000;0.0000;-0.0001;0.0001;-0.7579;0.7567;0.1814;-0.1811;-0.0000;-0.0000;-0.7567;0.7566;-0.2418;0.2424;0.0000;-0.0000;-0.0001;0.0001;0.2434;-0.2436;-0.2424;0.2440;0.0000;-0.0000;-0.0001;0.0001;0.2436;-0.2456;-0.0909;0.0910;-0.0000;0.0000;0.0000;-0.0000;0.0887;-0.0887;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0057;-1.0057;0.0000;-0.0000;-1.0000;1.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2904;-0.2914;0.2904;-0.2914;0.2105;-0.2134;0.2105;-0.2134;-0.0000;0.0000;-0.0000;0.0000;0.2902;-0.2904;0.2902;-0.2904
-24.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0000;-1.0000;0.0000;-0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000
-25.0000;0.0000;0.0000;-0.0662;0.0665;-0.0000;0.0000;0.2405;-0.2423;-0.0367;0.0370;-0.0330;0.0331;-0.0000;0.0000;0.1195;-0.1202;0.0583;-0.0582;0.0661;-0.0660;-0.0000;0.0000;-0.2390;0.2358;0.0367;-0.0367;0.0660;-0.0659;-0.0000;-0.0000;0.0367;-0.0366;-0.0879;0.0881;0.0000;-0.0000;0.7642;-0.7748;0.0366;-0.0367;-0.0881;0.0887;0.0000;-0.0000;-0.2390;0.2423;0.0367;-0.0370;-0.0330;0.0331;-0.0000;0.0000;0.1195;-0.1202;0.0583;-0.0582;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0171;-1.0171;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;-1.0000;1.0000;0.0000;-0.0000;0.0000;0.0000;0.4303;-0.4316;0.4303;-0.4316;0.0766;-0.0776;0.0766;-0.0776;-0.0000;0.0000;-0.0000;0.0000;-0.0766;0.0767;-0.0766;0.0767
-26.0000;0.0000;0.0000;-0.1820;0.1828;-0.0000;0.0000;0.0001;-0.0001;-0.2438;0.2456;-0.0909;0.0910;-0.0000;0.0000;0.0000;-0.0000;0.0887;-0.0887;0.1817;-0.1814;-0.0000;0.0000;-0.0001;0.0001;-0.7579;0.7567;0.1814;-0.1811;-0.0000;-0.0000;-0.7567;0.7566;-0.2418;0.2424;0.0000;-0.0000;-0.0001;0.0001;0.2434;-0.2436;-0.2424;0.2440;0.0000;-0.0000;-0.0001;0.0001;0.2436;-0.2456;-0.0909;0.0910;-0.0000;0.0000;0.0000;-0.0000;0.0887;-0.0887;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0057;-1.0057;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;-1.0000;1.0000;0.0000;0.0000;0.2904;-0.2914;0.2904;-0.2914;0.2105;-0.2134;0.2105;-0.2134;-0.0000;0.0000;-0.0000;0.0000;0.2902;-0.2904;0.2902;-0.2904
-27.0000;0.0000;0.0000;-0.3715;0.3731;-0.0000;0.0000;0.0000;-0.0000;0.0305;-0.0307;-0.1855;0.1857;-0.0000;0.0000;0.0000;-0.0000;-0.0484;0.0483;0.3709;-0.3703;-0.0000;0.0000;-0.0000;0.0000;-0.0305;0.0304;0.3703;-0.3698;-0.0000;-0.0000;-0.0304;0.0304;-0.4936;0.4947;0.0000;-0.0000;-0.0000;0.0000;-0.0304;0.0304;-0.4947;0.4980;0.0000;-0.0000;-0.0000;0.0000;-0.0304;0.0307;-0.1855;0.1857;-0.0000;0.0000;0.0000;-0.0000;-0.0484;0.0483;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.9911;-0.9911;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.0636;-0.0638;0.0636;-0.0638;-0.0636;0.0644;-0.0636;0.0644;0.0000;0.0000;0.0000;0.0000;0.0636;-0.0636;0.0636;-0.0636
-28.0000;0.0000;0.0000;-0.2251;0.2261;-0.6944;0.6945;0.0001;-0.0001;0.1254;-0.1265;-0.1124;0.1125;-0.3482;0.3472;0.0000;-0.0000;-0.2007;0.2006;0.2247;-0.2244;-0.3062;0.3051;-0.0001;0.0001;-0.1256;0.1254;0.2244;-0.2241;-0.3051;0.3010;-0.1254;0.1254;-0.2991;0.2998;-0.3010;0.2979;-0.0001;0.0001;-0.1254;0.1254;-0.2998;0.3018;-0.2979;0.3055;-0.0001;0.0001;-0.1254;0.1265;-0.1124;0.1125;-0.3482;0.3472;0.0000;-0.0000;-0.2007;0.2006;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;-0.0000;1.0523;-1.0523;0.0000;-0.0000;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0000;0.0000;-0.0000;0.0000;0.0000;0.2637;-0.2646;0.2637;-0.2646;0.2604;-0.2639;0.2604;-0.2639;-0.5238;0.5013;-0.5238;0.5013;0.2635;-0.2637;0.2635;-0.2637
